frame,cpu_ms,gpu_ms,volume,shadow,sdf,pixels,distance,spp,sph,hit_ratio
186,17.4849,16.906336,29.993835,120.373024,106.644844,1440000,0.38301417,28.51509,257.0117,0.110948615
187,17.6022,17.046112,29.993666,120.369064,106.64435,1440000,0.38301393,28.514757,257.00708,0.11094931
188,17.6087,17.074176,29.993896,120.3664,106.64528,1440000,0.38301367,28.514412,257.00555,0.110948615
189,17.5537,16.983488,29.994047,120.364456,106.64566,1440000,0.38301343,28.514256,257.00415,0.110948615
190,17.5869,17.042656,29.99361,120.359406,106.64393,1440000,0.38301322,28.51399,256.99695,0.11095069
191,17.5513,16.715584,29.994179,120.359276,106.64528,1440000,0.38301295,28.513832,256.99872,0.11094931
192,17.6311,17.06368,29.994066,120.354836,106.64414,1440000,0.3830127,28.513557,256.99304,0.11095069
193,18.6283,17.967104,29.99433,120.351585,106.64437,1440000,0.38301247,28.513248,256.9903,0.11095069
194,17.9672,17.414336,29.99473,120.350235,106.64515,1440000,0.3830122,28.513054,256.9901,0.11095
195,17.5891,16.905664,29.99496,120.34684,106.64554,1440000,0.383012,28.512745,256.98734,0.11095
196,17.4899,16.945152,29.995125,120.344475,106.64581,1440000,0.3830117,28.512531,256.9854,0.11095
197,18.0035,17.478464,29.994774,120.33974,106.64419,1440000,0.3830115,28.512321,256.9787,0.11095209
198,18.1118,17.451008,29.995005,120.33792,106.644905,1440000,0.38301128,28.512047,256.97784,0.11095139
199,17.5557,16.947584,29.995356,120.33551,106.646576,1440000,0.38301098,28.511648,256.97745,0.11095
200,17.2724,16.730112,29.994085,120.32494,106.64147,1440000,0.38301077,28.511194,256.9605,0.11095556
201,17.736,17.187552,29.994217,120.32258,106.64166,1440000,0.3830105,28.51097,256.95847,0.11095556
202,18.1418,17.281024,29.99383,120.31747,106.64002,1440000,0.3830103,28.510712,256.95132,0.11095764
203,18.2455,17.469216,29.993773,120.312904,106.63938,1440000,0.38301003,28.510307,256.94604,0.11095833
204,18.054,17.432576,29.993528,120.309395,106.63823,1440000,0.3830098,28.510118,256.94116,0.11095972
205,17.3763,16.809984,29.993948,120.30845,106.63995,1440000,0.38300955,28.509895,256.94235,0.11095833
206,17.6603,17.029664,29.994936,120.31093,106.64443,1440000,0.3830093,28.509708,256.9503,0.110954165
207,17.4817,16.859136,29.995068,120.31077,106.6455,1440000,0.38300905,28.509644,256.95132,0.11095347
208,17.5083,16.704096,29.994505,120.30599,106.64457,1440000,0.38300884,28.509304,256.94507,0.11095486
209,18.1111,16.900352,29.99383,120.30057,106.64281,1440000,0.38300857,28.508966,256.9372,0.110956945
210,17.1382,16.55184,29.992796,120.29425,106.6403,1440000,0.38300836,28.508587,256.92734,0.11095972
211,18.9671,18.33984,29.99259,120.29134,106.64047,1440000,0.38300812,28.508263,256.9244,0.11095972
212,18.3018,17.661696,29.992584,120.28856,106.64131,1440000,0.38300785,28.507866,256.92245,0.11095903
213,18.3303,17.719104,29.99239,120.28606,106.641464,1440000,0.3830076,28.507584,256.91992,0.11095903
214,17.0838,16.536512,29.992834,120.28706,106.64359,1440000,0.38300738,28.507446,256.9235,0.110956945
215,18.0833,17.514624,29.992277,120.28346,106.64173,1440000,0.3830071,28.507313,256.91748,0.11095903
216,17.3387,16.799744,29.992071,120.27873,106.64106,1440000,0.3830069,28.506868,256.91187,0.11095972
217,17.3886,16.756736,29.992233,120.275826,106.64195,1440000,0.3830067,28.506485,256.91003,0.11095903
218,17.4342,16.87312,29.992752,120.27584,106.64342,1440000,0.38300642,28.50635,256.912,0.11095764
219,17.4466,16.908288,29.99262,120.27252,106.642166,1440000,0.38300622,28.506187,256.9073,0.11095903
220,17.4814,16.734784,29.992346,120.26731,106.64041,1440000,0.383006,28.505919,256.9001,0.11096111
221,17.2781,16.712864,29.992785,120.265594,106.6413,1440000,0.38300574,28.505695,256.89966,0.11096042
222,17.5659,16.892288,29.992395,120.26042,106.63956,1440000,0.38300553,28.50542,256.8924,0.1109625
223,19.188,18.630208,29.991983,120.25581,106.637794,1440000,0.38300526,28.505203,256.8856,0.11096458
224,17.4393,16.82432,29.991539,120.25001,106.63536,1440000,0.38300505,28.504951,256.8769,0.11096736
225,18.4561,17.762432,29.991945,120.24761,106.63614,1440000,0.38300478,28.50464,256.8757,0.11096667
226,17.4546,16.888992,29.992859,120.2466,106.63848,1440000,0.38300458,28.504353,256.87793,0.11096458
227,18.01,17.290848,29.992884,120.243004,106.63737,1440000,0.3830043,28.504192,256.87326,0.110965975
228,18.6579,17.65728,29.992878,120.23998,106.63621,1440000,0.3830041,28.504082,256.86908,0.11096736
229,18.0647,17.37264,29.993235,120.23751,106.63646,1440000,0.38300383,28.503876,256.8672,0.11096736
230,18.4781,17.827776,29.993673,120.23544,106.636475,1440000,0.38300362,28.503696,256.8656,0.11096736
231,17.6964,17.129376,29.992842,120.22776,106.632744,1440000,0.38300335,28.503408,256.85333,0.110971525
232,17.6843,16.993664,29.992046,120.22126,106.62899,1440000,0.38300315,28.50325,256.8423,0.1109757
233,17.6976,17.09056,29.992266,120.21953,106.62916,1440000,0.38300294,28.503103,256.84094,0.1109757
234,17.0089,16.471488,29.992628,120.21904,106.62977,1440000,0.38300267,28.50298,256.84143,0.110975
235,17.4728,16.921184,29.992516,120.215675,106.62894,1440000,0.38300243,28.502857,256.83713,0.11097639
236,17.9503,17.408,29.992252,120.209854,106.62706,1440000,0.3830022,28.50251,256.82916,0.11097847
237,17.7783,17.225536,29.992592,120.20802,106.62745,1440000,0.38300192,28.502386,256.82806,0.11097847
238,17.5495,17.008672,29.992804,120.205284,106.62774,1440000,0.38300174,28.502138,256.82584,0.11097847
239,17.2802,16.730496,29.992466,120.20114,106.6266,1440000,0.38300148,28.50187,256.8202,0.11097986
240,17.472,16.85968,29.99293,120.19984,106.628174,1440000,0.38300127,28.501595,256.82092,0.11097847
241,18.4643,17.857024,29.992935,120.197975,106.62845,1440000,0.38300106,28.50142,256.81937,0.11097847
242,17.4672,16.902144,29.992905,120.19591,106.62879,1440000,0.3830008,28.501225,256.8176,0.11097847
243,17.6045,17.05936,29.991909,120.18912,106.62501,1440000,0.38300058,28.50101,256.80603,0.11098264
244,17.6985,17.150048,29.991873,120.18566,106.624565,1440000,0.3830003,28.500755,256.8021,0.110983334
245,17.5642,17.000576,29.991917,120.181305,106.62415,1440000,0.3830001,28.500406,256.79736,0.11098403
246,17.9204,17.37728,29.99231,120.18092,106.625015,1440000,0.38299987,28.500324,256.79825,0.110983334
247,18.7281,18.061152,29.992304,120.17695,106.62421,1440000,0.38299966,28.50015,256.79346,0.11098472
248,17.7856,17.180448,29.992743,120.175415,106.62515,1440000,0.3829994,28.499956,256.7933,0.11098403
249,18.1698,16.994656,29.992773,120.17169,106.62483,1440000,0.38299918,28.499691,256.7893,0.11098472
250,17.5888,17.036288,29.99243,120.169205,106.62374,1440000,0.3829989,28.49961,256.78537,0.11098611
251,18.0383,17.474432,29.99161,120.16373,106.62122,1440000,0.3829987,28.499344,256.77655,0.110988885
252,18.88,18.325504,29.991497,120.1623,106.62144,1440000,0.38299847,28.499199,256.77524,0.110988885
253,18.1079,17.646304,29.992191,120.16376,106.624306,1440000,0.38299826,28.499043,256.78024,0.11098611
254,17.6929,17.13424,29.992441,120.16266,106.625145,1440000,0.382998,28.498863,256.78024,0.11098541
255,17.6767,16.991968,29.991596,120.15612,106.62191,1440000,0.3829978,28.498575,256.76962,0.110988885
256,17.5951,16.992576,29.991629,120.153946,106.62193,1440000,0.38299754,28.49834,256.76752,0.110988885
257,17.6069,17.064864,29.99251,120.15478,106.624954,1440000,0.38299733,28.498152,256.77225,0.11098611
258,17.5372,16.905984,29.993061,120.153435,106.62637,1440000,0.38299713,28.497866,256.7729,0.11098472
259,17.3858,16.683008,29.993086,120.1513,106.62659,1440000,0.3829969,28.497654,256.77097,0.11098472
